Customer_ID,Age,Gender,City,Subscription_Type,Monthly_Spending,Tenure_Months,Number_of_Purchases,Support_Requests,Login_Frequency,Last_Activity_Days_Ago,Satisfaction_Score,Payment_Method,Contract_Type,Discount_Used,Referral_Source,Auto_Renew,Device_Type,Internet_Speed,Customer_Lifetime_Value,Churn
CUST001854,48.0,Male,Los Angeles,Standard,23.85,13.0,4.0,5.0,18.0,36.0,4.0,PayPal,Yearly,No,Friend,No,Android,Fast,59.49,Yes
CUST001429,48.0,Male,Nashville,Standard,105.16,12.0,7.0,0.0,36.0,18.0,10.0,Bank Transfer,Monthly,No,Social Media,No,Desktop,Fast,1601.45,No
CUST000222,43.0,Female,New York,Basic,18.04,29.0,18.0,2.0,59.0,62.0,9.0,,Yearly,Yes,Organic Search,No,Android,Fast,361.36,No
CUST001355,63.0,Female,Indianapolis,Premium,75.22,8.0,1.0,4.0,12.0,92.0,6.0,PayPal,Monthly,No,Friend,No,Tablet,Fast,549.19,Yes
CUST001977,18.0,Male,Seattle,Enterprise,103.16,7.0,8.0,1.0,32.0,28.0,8.0,Bank Transfer,Yearly,Yes,Social Media,Yes,iPhone,Medium,657.07,No
CUST001040,48.0,Female,Houston,Basic,24.06,9.0,11.0,0.0,67.0,16.0,10.0,Debit Card,Monthly,No,Organic Search,Yes,Tablet,Fast,50.0,No
CUST000431,,Male,Jacksonville,Basic,22.34,11.0,16.0,0.0,69.0,29.0,10.0,Credit Card,Quarterly,Yes,Organic Search,Yes,Desktop,Fast,50.0,No
CUST000927,38.0,Female,San Diego,Basic,26.37,4.0,5.0,0.0,61.0,0.0,9.0,Credit Card,Monthly,No,Organic Search,No,iPhone,Fast,125.16,No
CUST001613,39.0,Male,San Diego,Enterprise,255.69,2.0,2.0,0.0,40.0,29.0,10.0,Credit Card,Monthly,No,Friend,Yes,iPhone,Medium,515.27,No
CUST001434,20.0,Female,San Jose,Basic,24.44,11.0,14.0,0.0,52.0,0.0,10.0,Debit Card,Quarterly,No,Friend,Yes,Desktop,Slow,193.24,No
CUST001553,33.0,Female,Dallas,Basic,27.75,3.0,1.0,4.0,28.0,66.0,6.0,Credit Card,Monthly,No,Social Media,Yes,Android,,81.7,Yes
CUST000607,49.0,Male,Indianapolis,Standard,23.32,8.0,5.0,2.0,12.0,89.0,7.0,Bank Transfer,Quarterly,Yes,Friend,No,Tablet,Slow,457.75,Yes
CUST000399,46.0,Female,San Jose,Premium,142.71,16.0,6.0,0.0,38.0,54.0,8.0,Bank Transfer,Quarterly,No,Organic Search,No,Android,Slow,3159.62,No
CUST000710,48.0,Female,Seattle,Basic,10.0,20.0,12.0,4.0,51.0,73.0,6.0,PayPal,Quarterly,Yes,Social Media,No,iPhone,Fast,91.77,Yes
CUST000262,37.0,Female,Jacksonville,Enterprise,207.21,35.0,20.0,0.0,67.0,15.0,7.0,Credit Card,Yearly,No,,Yes,Desktop,Medium,4577.16,No
CUST000334,28.0,,San Diego,Basic,19.43,,12.0,0.0,63.0,0.0,10.0,Credit Card,Monthly,No,Social Media,Yes,Android,Medium,96.0,No
CUST001531,47.0,Male,Houston,Standard,73.2,40.0,43.0,0.0,95.0,5.0,8.0,Credit Card,Yearly,No,Friend,Yes,Android,Medium,4203.36,No
CUST001345,28.0,Male,Dallas,Basic,10.0,11.0,4.0,1.0,5.0,117.0,5.0,,Monthly,No,Organic Search,No,iPhone,Fast,50.0,Yes
CUST001110,50.0,Male,San Diego,Standard,81.71,42.0,23.0,5.0,58.0,22.0,9.0,PayPal,Monthly,Yes,Email Campaign,Yes,Desktop,Fast,1907.48,No
CUST001350,39.0,Female,Chicago,Standard,136.76,9.0,16.0,0.0,104.0,0.0,10.0,PayPal,Yearly,No,Organic Search,Yes,Android,Medium,1143.08,No
CUST000037,39.0,Male,Dallas,Standard,54.49,5.0,7.0,1.0,89.0,3.0,10.0,Bank Transfer,Monthly,No,Organic Search,Yes,iPhone,Medium,241.54,No
CUST000807,38.0,Male,Philadelphia,Premium,104.44,4.0,4.0,1.0,53.0,0.0,10.0,Bank Transfer,Quarterly,Yes,Social Media,No,Desktop,Medium,216.67,No
CUST000824,18.0,Female,Chicago,Basic,31.48,4.0,3.0,0.0,79.0,27.0,10.0,Debit Card,Monthly,Yes,Social Media,Yes,iPhone,Fast,160.4,No
CUST000003,,Female,Charlotte,Premium,80.06,7.0,7.0,0.0,60.0,25.0,8.0,PayPal,Quarterly,No,Advertisement,Yes,Desktop,Medium,348.73,No
CUST001293,35.0,Female,Indianapolis,Basic,17.86,22.0,15.0,1.0,63.0,45.0,9.0,PayPal,Quarterly,No,Email Campaign,Yes,Desktop,Medium,203.37,No
CUST000531,36.0,Female,New York,Basic,,9.0,1.0,3.0,0.0,103.0,6.0,Bank Transfer,Monthly,No,Advertisement,No,iPhone,Fast,111.41,Yes
CUST000495,36.0,Female,Houston,Basic,11.93,17.0,9.0,3.0,34.0,18.0,8.0,Debit Card,Monthly,No,Organic Search,Yes,Tablet,Fast,425.59,No
CUST000613,23.0,Female,Portland,Premium,130.12,23.0,20.0,0.0,82.0,0.0,10.0,Credit Card,Quarterly,No,Social Media,Yes,Android,Medium,,No
CUST000280,43.0,Male,Nashville,Basic,30.93,3.0,2.0,2.0,47.0,21.0,7.0,Debit Card,Monthly,Yes,Organic Search,Yes,iPhone,Fast,211.33,No
CUST001204,39.0,Female,Nashville,,83.63,8.0,7.0,0.0,38.0,33.0,10.0,PayPal,Quarterly,No,Organic Search,Yes,Tablet,Slow,472.73,No
CUST001195,63.0,Male,New York,Standard,64.68,21.0,17.0,2.0,38.0,52.0,7.0,Bank Transfer,Quarterly,No,Friend,No,,Fast,,No
CUST000455,41.0,Male,Chicago,Basic,26.27,4.0,3.0,0.0,54.0,40.0,9.0,Debit Card,Monthly,No,Advertisement,No,iPhone,Fast,380.25,No
CUST000672,43.0,Female,San Jose,Premium,135.5,7.0,3.0,3.0,36.0,47.0,6.0,Bank Transfer,Yearly,Yes,Advertisement,Yes,Desktop,Fast,1356.7,No
CUST001389,44.0,Male,Philadelphia,Enterprise,83.04,14.0,8.0,3.0,18.0,50.0,7.0,PayPal,Quarterly,Yes,Friend,No,Desktop,Medium,1692.29,Yes
CUST000765,44.0,Male,Jacksonville,Premium,115.55,56.0,62.0,1.0,69.0,36.0,10.0,PayPal,Yearly,Yes,Organic Search,No,Desktop,Medium,5895.93,No
CUST000600,19.0,,Indianapolis,Standard,65.12,10.0,3.0,2.0,46.0,33.0,5.0,Cash,Yearly,No,Social Media,Yes,Desktop,Slow,999.8,No
CUST000217,46.0,Female,Austin,Standard,20.69,2.0,1.0,4.0,42.0,47.0,5.0,Credit Card,Monthly,Yes,Friend,No,iPhone,Fast,50.0,Yes
CUST001302,18.0,Female,Charlotte,Enterprise,201.35,11.0,4.0,2.0,40.0,8.0,7.0,Debit Card,Monthly,No,Advertisement,Yes,iPhone,Fast,2603.87,No
CUST001721,53.0,Female,Portland,Standard,52.78,11.0,9.0,2.0,48.0,42.0,7.0,Debit Card,Quarterly,No,Friend,No,Android,Slow,320.44,No
CUST000534,,Male,Seattle,,79.92,10.0,5.0,6.0,19.0,71.0,7.0,PayPal,Quarterly,No,Email Campaign,No,Tablet,Fast,641.36,Yes
CUST001007,48.0,Male,Chicago,Standard,41.18,14.0,8.0,5.0,27.0,37.0,6.0,Debit Card,Monthly,No,Organic Search,No,Desktop,Medium,748.26,Yes
CUST000341,18.0,Female,Los Angeles,Premium,203.24,6.0,5.0,3.0,31.0,31.0,7.0,PayPal,Monthly,No,Organic Search,Yes,Desktop,Medium,1288.23,Yes
CUST001423,45.0,Male,Austin,Premium,300.0,9.0,5.0,4.0,6.0,78.0,6.0,Credit Card,Quarterly,Yes,Organic Search,No,Tablet,Medium,3440.61,Yes
CUST000482,57.0,Female,Houston,Basic,19.5,19.0,14.0,3.0,48.0,,7.0,Credit Card,Yearly,Yes,Organic Search,No,Android,Medium,677.5,No
CUST000626,34.0,Female,,Standard,36.28,7.0,4.0,1.0,32.0,82.0,6.0,Bank Transfer,Quarterly,No,Advertisement,No,Desktop,Medium,198.01,Yes
CUST000414,49.0,Male,Chicago,Basic,18.77,5.0,4.0,4.0,51.0,31.0,7.0,Debit Card,Quarterly,No,Advertisement,Yes,Android,Medium,50.0,No
CUST000562,44.0,Female,Jacksonville,Basic,10.1,29.0,4.0,6.0,0.0,59.0,5.0,Credit Card,Monthly,Yes,Friend,No,Android,Fast,211.68,Yes
CUST000023,55.0,Female,Houston,Standard,13.43,7.0,1.0,5.0,0.0,129.0,3.0,Debit Card,Yearly,No,Social Media,No,Android,Medium,402.28,Yes
CUST000230,37.0,Female,Phoenix,Standard,26.79,14.0,6.0,1.0,36.0,64.0,9.0,Credit Card,Monthly,Yes,Advertisement,No,iPhone,Medium,281.17,No
CUST000287,,Male,Houston,Premium,181.96,9.0,1.0,4.0,13.0,94.0,5.0,,Monthly,Yes,Advertisement,No,Tablet,Medium,2285.42,Yes
CUST001054,69.0,Male,Boston,Standard,49.16,25.0,22.0,2.0,62.0,8.0,9.0,Credit Card,Yearly,Yes,Organic Search,Yes,Desktop,Medium,1664.83,No
CUST001522,18.0,Female,Indianapolis,Standard,44.65,11.0,2.0,4.0,9.0,72.0,7.0,Credit Card,Quarterly,Yes,Organic Search,No,Android,Medium,368.39,Yes
CUST001139,39.0,Male,Denver,Standard,72.84,15.0,11.0,4.0,21.0,47.0,7.0,PayPal,Monthly,No,Organic Search,No,Desktop,Slow,805.48,Yes
CUST001290,50.0,Male,Indianapolis,Premium,90.15,2.0,1.0,2.0,40.0,30.0,9.0,Debit Card,Monthly,No,Organic Search,No,Tablet,Medium,,No
CUST000873,49.0,Female,Boston,Premium,159.01,21.0,31.0,0.0,89.0,21.0,10.0,Debit Card,Monthly,No,Friend,Yes,iPhone,Medium,3419.12,No
CUST001102,47.0,Female,Portland,,128.94,6.0,4.0,0.0,74.0,0.0,9.0,Debit Card,Quarterly,Yes,Friend,Yes,Tablet,Medium,,No
CUST000986,48.0,Female,Boston,Standard,41.21,7.0,3.0,2.0,37.0,32.0,8.0,Credit Card,Monthly,No,Friend,No,iPhone,Medium,225.89,No
CUST000337,32.0,Male,Philadelphia,Standard,32.14,33.0,14.0,3.0,,79.0,8.0,Credit Card,Quarterly,No,Advertisement,No,iPhone,Fast,1118.28,Yes
CUST001486,30.0,Male,Indianapolis,Basic,23.3,11.0,7.0,1.0,68.0,58.0,10.0,Debit Card,Monthly,No,Advertisement,,Android,Fast,377.36,No
CUST000829,,Male,Indianapolis,Basic,28.03,52.0,45.0,0.0,84.0,23.0,10.0,Credit Card,Yearly,Yes,Advertisement,Yes,Android,Fast,1682.46,No
CUST000953,46.0,Male,San Jose,Premium,81.41,26.0,27.0,1.0,76.0,19.0,7.0,PayPal,Quarterly,No,Social Media,No,iPhone,,2599.99,No
CUST000614,45.0,Male,Los Angeles,Basic,15.66,16.0,12.0,1.0,50.0,39.0,10.0,Debit Card,Monthly,Yes,Friend,No,Android,Medium,402.89,No
CUST000202,57.0,Male,Philadelphia,Standard,47.68,24.0,10.0,2.0,55.0,33.0,6.0,Credit Card,Monthly,No,Friend,No,Android,,1251.29,Yes
CUST000428,61.0,Female,Portland,Enterprise,180.39,,0.0,4.0,26.0,90.0,6.0,Credit Card,Monthly,Yes,Friend,No,Android,Slow,172.42,Yes
CUST001850,48.0,Female,Columbus,Basic,10.0,13.0,8.0,4.0,45.0,33.0,6.0,Credit Card,Monthly,Yes,Advertisement,No,Desktop,Fast,50.0,Yes
CUST000083,36.0,Male,Philadelphia,Basic,16.09,21.0,9.0,2.0,19.0,36.0,5.0,Debit Card,Yearly,No,Organic Search,Yes,Android,Fast,652.24,No
CUST001002,31.0,Male,Philadelphia,Standard,38.38,1.0,0.0,3.0,21.0,46.0,4.0,Credit Card,Monthly,Yes,Social Media,No,Desktop,Fast,50.0,Yes
CUST001416,30.0,Male,San Diego,Basic,20.87,4.0,3.0,2.0,46.0,32.0,8.0,Cash,Monthly,No,Email Campaign,Yes,iPhone,Medium,50.0,No
CUST000078,42.0,Male,San Antonio,Standard,39.32,3.0,1.0,2.0,16.0,58.0,7.0,PayPal,Monthly,No,Friend,No,iPhone,Medium,92.16,Yes
CUST001369,55.0,Male,Seattle,Enterprise,148.53,46.0,40.0,2.0,61.0,,8.0,PayPal,,No,Email Campaign,No,iPhone,Fast,4718.4,No
CUST001809,40.0,Male,Charlotte,Standard,68.36,5.0,4.0,0.0,39.0,36.0,9.0,Debit Card,Monthly,No,Friend,Yes,Desktop,Fast,391.31,No
CUST001956,28.0,Female,Boston,Premium,174.86,,60.0,0.0,91.0,10.0,10.0,PayPal,Yearly,No,Advertisement,Yes,,Medium,13462.08,No
CUST000478,26.0,Male,Chicago,Standard,37.33,8.0,7.0,1.0,48.0,28.0,9.0,PayPal,Quarterly,,Advertisement,No,iPhone,Fast,398.09,No
CUST001923,18.0,Male,Charlotte,Basic,31.0,12.0,20.0,0.0,82.0,3.0,10.0,PayPal,Quarterly,No,Organic Search,Yes,iPhone,Medium,238.61,No
CUST001612,37.0,Male,Phoenix,Standard,37.04,4.0,1.0,3.0,10.0,59.0,7.0,Credit Card,Monthly,No,Friend,Yes,Desktop,Fast,477.0,No
CUST001173,39.0,Male,Houston,Standard,56.27,14.0,2.0,6.0,0.0,84.0,3.0,Debit Card,Monthly,No,Organic Search,No,Android,Medium,771.67,Yes
CUST000974,47.0,Male,San Antonio,Premium,79.67,15.0,7.0,2.0,23.0,62.0,8.0,,Quarterly,Yes,Advertisement,Yes,,Medium,1240.17,No
CUST000326,,Male,Los Angeles,Basic,12.53,2.0,,0.0,72.0,0.0,8.0,Bank Transfer,Monthly,No,Organic Search,Yes,iPhone,Fast,199.68,No
CUST001557,31.0,Male,San Diego,Basic,18.97,16.0,12.0,0.0,55.0,0.0,10.0,Credit Card,Quarterly,Yes,Friend,Yes,Android,Slow,327.16,No
CUST001093,50.0,Male,Boston,Basic,16.38,9.0,12.0,2.0,83.0,12.0,8.0,PayPal,Yearly,No,Email Campaign,Yes,Desktop,Fast,90.13,No
CUST001242,28.0,Female,Dallas,Standard,83.89,17.0,8.0,3.0,54.0,40.0,9.0,PayPal,Monthly,No,Social Media,Yes,Android,Slow,1714.24,No
CUST001056,58.0,Female,Houston,Standard,37.35,35.0,34.0,0.0,81.0,19.0,8.0,PayPal,Quarterly,No,Friend,Yes,Tablet,Medium,553.27,No
CUST000950,18.0,Female,Phoenix,Standard,37.96,9.0,3.0,1.0,,73.0,6.0,Bank Transfer,Quarterly,Yes,Email Campaign,Yes,Android,Fast,654.69,Yes
CUST000989,36.0,Male,Chicago,Basic,10.0,36.0,29.0,1.0,34.0,32.0,7.0,Credit Card,Monthly,No,Organic Search,Yes,Android,,606.05,No
CUST000248,62.0,Female,San Jose,Premium,84.95,12.0,13.0,,62.0,18.0,8.0,PayPal,Yearly,Yes,Organic Search,Yes,Android,Fast,844.87,No
CUST001582,38.0,Female,Denver,Standard,42.04,6.0,2.0,2.0,0.0,65.0,5.0,PayPal,Quarterly,Yes,Organic Search,Yes,Desktop,Medium,336.73,Yes
CUST001624,54.0,Male,Austin,Basic,18.8,,7.0,0.0,59.0,48.0,9.0,Debit Card,Quarterly,No,Organic Search,Yes,Android,Medium,695.88,No
CUST001328,21.0,Female,Houston,Enterprise,300.0,3.0,2.0,0.0,27.0,45.0,9.0,Debit Card,Monthly,No,Organic Search,No,iPhone,Fast,1162.16,No
CUST001235,44.0,Male,,Basic,30.85,,,0.0,63.0,0.0,9.0,Debit Card,Yearly,No,Advertisement,Yes,iPhone,Fast,91.12,No
CUST000196,29.0,Male,New York,Basic,10.0,64.0,20.0,3.0,48.0,69.0,9.0,Credit Card,Yearly,No,Friend,No,Android,Medium,1043.57,No
CUST001378,42.0,Female,Phoenix,Standard,33.43,33.0,19.0,1.0,21.0,37.0,9.0,PayPal,Yearly,No,Advertisement,Yes,Android,Medium,1115.52,No
CUST001376,44.0,Female,San Antonio,Basic,19.95,20.0,8.0,2.0,19.0,19.0,8.0,Bank Transfer,Monthly,No,Social Media,No,Desktop,Slow,336.75,Yes
CUST001695,25.0,Male,Austin,Basic,24.15,14.0,8.0,3.0,24.0,,8.0,Debit Card,Monthly,Yes,Organic Search,Yes,iPhone,Medium,335.83,No
CUST001284,50.0,Female,Philadelphia,Standard,58.55,2.0,1.0,4.0,44.0,62.0,8.0,PayPal,Monthly,No,Friend,Yes,Android,Fast,336.25,No
CUST000180,43.0,Female,San Jose,Standard,48.28,6.0,5.0,0.0,,33.0,8.0,Debit Card,Quarterly,Yes,Friend,Yes,Desktop,Medium,405.11,No
CUST001819,46.0,Male,Columbus,Basic,28.42,10.0,12.0,0.0,63.0,35.0,9.0,Credit Card,Quarterly,Yes,Friend,Yes,iPhone,Medium,52.14,No
CUST001332,27.0,Male,Seattle,Basic,16.08,2.0,1.0,4.0,18.0,66.0,6.0,Credit Card,Monthly,No,Friend,Yes,Desktop,Medium,50.0,Yes
CUST000321,,Female,Nashville,Enterprise,215.21,10.0,8.0,2.0,25.0,36.0,7.0,Debit Card,Monthly,No,Friend,Yes,Android,Slow,1717.81,Yes
CUST000398,43.0,Male,San Jose,Premium,138.89,21.0,22.0,5.0,37.0,30.0,6.0,Debit Card,Quarterly,Yes,Organic Search,No,Android,Medium,3561.03,No
CUST001367,26.0,Male,Los Angeles,Premium,129.02,3.0,2.0,3.0,12.0,29.0,7.0,Cash,Monthly,Yes,Friend,No,Android,Medium,388.11,Yes
CUST001232,27.0,Male,Charlotte,Basic,23.16,10.0,14.0,1.0,56.0,5.0,9.0,Bank Transfer,Monthly,Yes,Advertisement,Yes,Desktop,Slow,390.8,No
CUST000270,40.0,Male,Boston,Basic,16.66,15.0,10.0,3.0,32.0,67.0,6.0,Credit Card,Quarterly,Yes,Organic Search,No,iPhone,Fast,451.59,Yes
CUST001668,40.0,Female,San Diego,Basic,25.56,13.0,6.0,3.0,10.0,68.0,6.0,PayPal,Monthly,Yes,Social Media,No,iPhone,Medium,463.56,Yes
CUST000118,40.0,Male,San Antonio,Basic,23.85,9.0,5.0,5.0,21.0,94.0,7.0,Credit Card,Yearly,No,Friend,,Tablet,Slow,407.34,Yes
CUST001082,38.0,,Seattle,Basic,21.21,9.0,4.0,1.0,37.0,31.0,8.0,Credit Card,Monthly,No,Social Media,No,iPhone,Fast,420.56,No
CUST001959,37.0,Male,San Antonio,Standard,91.59,39.0,33.0,1.0,54.0,56.0,8.0,Credit Card,Yearly,Yes,Organic Search,Yes,Android,Fast,2214.89,No
CUST000951,19.0,Male,Indianapolis,Standard,48.45,18.0,14.0,0.0,77.0,41.0,8.0,Credit Card,Quarterly,,Friend,Yes,Desktop,Medium,983.9,No
CUST001280,37.0,Female,Portland,Standard,32.48,29.0,17.0,3.0,36.0,39.0,9.0,Credit Card,Monthly,No,Friend,No,Tablet,Slow,656.94,No
CUST000966,24.0,Male,Charlotte,Premium,110.21,14.0,,,90.0,0.0,10.0,Credit Card,Monthly,Yes,Social Media,Yes,Android,Fast,1537.98,No
CUST000975,28.0,Male,Columbus,Enterprise,209.73,2.0,2.0,2.0,38.0,0.0,7.0,Credit Card,Monthly,No,Organic Search,Yes,iPhone,Fast,460.13,No
CUST000088,40.0,Female,Los Angeles,Basic,10.95,6.0,1.0,3.0,23.0,42.0,7.0,Debit Card,Quarterly,Yes,Advertisement,Yes,Desktop,Medium,50.0,No
CUST000403,50.0,Male,Austin,Standard,34.25,7.0,,4.0,8.0,83.0,5.0,Credit Card,Quarterly,Yes,Organic Search,No,Android,Fast,577.05,Yes
CUST001688,43.0,Female,San Diego,Premium,233.64,34.0,35.0,0.0,105.0,0.0,9.0,Credit Card,Yearly,No,Social Media,Yes,iPhone,Slow,7422.24,No
CUST000963,28.0,Male,New York,Premium,113.84,10.0,4.0,1.0,10.0,31.0,7.0,Bank Transfer,Yearly,No,Advertisement,No,Android,Medium,1128.48,No
CUST001064,54.0,Male,Denver,Standard,49.26,1.0,0.0,0.0,64.0,58.0,10.0,Cash,Yearly,No,Social Media,No,Desktop,Fast,137.5,No
CUST001032,42.0,Male,Portland,Standard,18.72,31.0,10.0,3.0,30.0,55.0,7.0,Credit Card,Yearly,No,Advertisement,No,Desktop,Slow,1017.58,No
CUST001828,59.0,Male,San Diego,Standard,54.22,15.0,9.0,4.0,32.0,25.0,6.0,Debit Card,Monthly,No,Social Media,Yes,iPhone,Fast,868.88,No
CUST000541,20.0,Male,Dallas,Enterprise,189.96,9.0,4.0,2.0,25.0,84.0,6.0,Debit Card,Monthly,No,Social Media,Yes,Android,Medium,1770.18,Yes
CUST001912,46.0,Female,Phoenix,Basic,29.89,3.0,4.0,1.0,72.0,14.0,9.0,Debit Card,Yearly,Yes,Email Campaign,Yes,Desktop,Medium,210.53,No
CUST001592,23.0,Female,Boston,Basic,,8.0,6.0,1.0,65.0,25.0,10.0,Credit Card,Yearly,No,Social Media,No,Desktop,Medium,404.35,No
CUST001635,43.0,Male,Philadelphia,Standard,52.65,32.0,15.0,3.0,44.0,51.0,7.0,Credit Card,Quarterly,Yes,Social Media,No,Desktop,Medium,1732.52,Yes
CUST001092,40.0,Female,Phoenix,Enterprise,149.77,9.0,4.0,2.0,40.0,74.0,7.0,PayPal,Monthly,No,Advertisement,No,iPhone,,1415.97,Yes
CUST001226,46.0,Female,Chicago,Standard,35.8,14.0,3.0,3.0,46.0,61.0,7.0,Credit Card,Monthly,No,Friend,No,Tablet,Medium,124.71,No
CUST001140,40.0,Male,San Antonio,Basic,10.3,10.0,7.0,3.0,56.0,61.0,7.0,Debit Card,Monthly,Yes,Advertisement,Yes,Android,Medium,73.92,No
CUST000621,35.0,Female,Phoenix,Standard,30.77,1.0,0.0,4.0,20.0,47.0,5.0,Credit Card,Monthly,No,Organic Search,No,Desktop,Medium,310.12,Yes
CUST000641,22.0,Female,Jacksonville,Basic,10.0,12.0,3.0,4.0,22.0,83.0,6.0,PayPal,Quarterly,No,Advertisement,No,iPhone,Fast,50.0,Yes
CUST001384,38.0,Female,Charlotte,Standard,42.84,43.0,8.0,4.0,30.0,,6.0,Bank Transfer,Monthly,No,Social Media,No,Tablet,Medium,1511.1,Yes
CUST000552,47.0,Male,Denver,Enterprise,130.05,4.0,2.0,2.0,27.0,24.0,8.0,Credit Card,Quarterly,No,Organic Search,Yes,Tablet,Slow,344.63,No
CUST000731,45.0,Male,Austin,Basic,19.27,6.0,4.0,1.0,43.0,69.0,7.0,Credit Card,Quarterly,No,Email Campaign,Yes,iPhone,Medium,68.28,No
CUST001151,42.0,Male,Philadelphia,Standard,64.44,6.0,5.0,2.0,48.0,34.0,9.0,Credit Card,Monthly,Yes,Social Media,Yes,Tablet,Medium,146.16,No
CUST000350,58.0,Female,Charlotte,Standard,282.04,72.0,35.0,3.0,32.0,44.0,8.0,PayPal,Yearly,No,Social Media,,Desktop,Medium,2491.51,No
CUST001725,54.0,Female,San Jose,Standard,70.76,13.0,6.0,4.0,45.0,37.0,6.0,Debit Card,Quarterly,Yes,Friend,No,Desktop,Fast,1078.1,Yes
CUST001892,31.0,Male,New York,Enterprise,222.58,18.0,32.0,1.0,120.0,3.0,10.0,Credit Card,Yearly,Yes,Advertisement,Yes,Android,Fast,3854.56,No
CUST001457,68.0,Female,New York,Basic,27.99,3.0,5.0,0.0,112.0,9.0,10.0,Debit Card,Quarterly,No,Organic Search,Yes,Desktop,Fast,50.0,No
CUST001744,24.0,Male,Indianapolis,Premium,136.07,8.0,8.0,2.0,58.0,27.0,10.0,Credit Card,Quarterly,No,Social Media,No,iPhone,Medium,814.15,No
CUST001477,65.0,Female,Phoenix,Standard,23.74,52.0,68.0,0.0,78.0,15.0,10.0,Debit Card,Monthly,Yes,Social Media,Yes,iPhone,Fast,744.64,No
CUST000349,21.0,Male,Philadelphia,Standard,34.51,2.0,2.0,2.0,62.0,46.0,9.0,Credit Card,Monthly,No,Email Campaign,Yes,iPhone,Fast,50.0,No
CUST001831,49.0,Male,Phoenix,Standard,30.49,11.0,4.0,4.0,8.0,36.0,6.0,Bank Transfer,Quarterly,No,Advertisement,No,Desktop,Fast,50.0,No
CUST001275,33.0,Male,San Antonio,Standard,35.58,6.0,3.0,2.0,47.0,,5.0,Credit Card,Monthly,No,Organic Search,No,Desktop,Fast,134.5,Yes
CUST000577,56.0,Female,Boston,Basic,12.63,15.0,7.0,3.0,6.0,40.0,7.0,Credit Card,Quarterly,Yes,Social Media,No,Android,Medium,315.79,No
CUST001003,35.0,Female,Indianapolis,Basic,20.68,7.0,1.0,4.0,1.0,24.0,6.0,Bank Transfer,Monthly,Yes,Friend,No,iPhone,Fast,297.68,Yes
CUST001120,28.0,Female,Charlotte,Premium,71.15,2.0,1.0,1.0,27.0,39.0,7.0,Debit Card,Monthly,No,Friend,No,iPhone,Slow,411.9,Yes
CUST000606,46.0,Female,Boston,Premium,72.82,20.0,22.0,0.0,120.0,0.0,10.0,Bank Transfer,Yearly,Yes,Friend,Yes,iPhone,Fast,1436.29,No
CUST000914,33.0,Male,Austin,Standard,52.98,72.0,54.0,0.0,46.0,57.0,8.0,PayPal,Yearly,No,Advertisement,No,iPhone,Fast,4740.12,No
CUST001765,27.0,Female,Charlotte,Premium,81.42,29.0,15.0,1.0,38.0,,9.0,Debit Card,Monthly,Yes,Friend,No,Android,Fast,1698.35,No
CUST000364,27.0,Male,Columbus,Basic,20.07,24.0,21.0,2.0,38.0,0.0,9.0,PayPal,Quarterly,Yes,Advertisement,No,iPhone,Medium,,No
CUST001848,27.0,Female,New York,Basic,33.16,9.0,2.0,6.0,24.0,54.0,5.0,Debit Card,Monthly,No,Organic Search,No,Desktop,Medium,50.0,Yes
CUST001042,52.0,Male,Charlotte,Standard,45.11,17.0,15.0,3.0,50.0,15.0,8.0,PayPal,Quarterly,No,Friend,Yes,Desktop,Fast,681.75,No
CUST000057,37.0,Male,Portland,Basic,21.31,7.0,8.0,1.0,55.0,0.0,10.0,Credit Card,Quarterly,No,Friend,No,Android,Fast,76.32,No
CUST000504,22.0,Male,Dallas,Standard,43.5,3.0,2.0,3.0,38.0,12.0,8.0,PayPal,Monthly,No,Social Media,No,Android,Fast,253.35,No
CUST000251,36.0,Male,Boston,Standard,71.64,10.0,10.0,2.0,52.0,25.0,8.0,PayPal,Quarterly,No,Advertisement,No,Desktop,Fast,826.04,No
CUST000894,40.0,Male,Boston,Standard,49.89,38.0,65.0,0.0,92.0,0.0,10.0,Credit Card,Quarterly,Yes,Advertisement,,Desktop,Medium,2464.39,No
CUST000755,61.0,Female,San Jose,Standard,58.64,28.0,27.0,1.0,67.0,27.0,9.0,Credit Card,Yearly,Yes,Email Campaign,Yes,iPhone,Fast,1157.63,No
CUST000730,27.0,Female,Houston,Basic,16.68,24.0,15.0,2.0,36.0,31.0,7.0,PayPal,Yearly,Yes,Friend,Yes,iPhone,Medium,374.66,No
CUST001609,37.0,Male,Indianapolis,Standard,53.65,7.0,6.0,0.0,76.0,0.0,10.0,Bank Transfer,Quarterly,No,Social Media,Yes,Desktop,Fast,595.77,No
CUST000717,21.0,Female,Jacksonville,Enterprise,136.64,14.0,10.0,1.0,72.0,0.0,9.0,Debit Card,Yearly,No,Friend,Yes,Android,Fast,1530.47,No
CUST001674,45.0,Female,Jacksonville,Standard,54.14,7.0,6.0,1.0,29.0,19.0,7.0,Bank Transfer,Yearly,No,Organic Search,No,Desktop,Medium,646.62,No
CUST000461,44.0,Male,Boston,Standard,39.28,8.0,9.0,2.0,53.0,36.0,7.0,Credit Card,Quarterly,No,,No,iPhone,Medium,50.0,No
CUST000500,22.0,Female,Denver,,59.25,41.0,28.0,1.0,42.0,7.0,9.0,Bank Transfer,Yearly,Yes,Social Media,No,Desktop,Medium,2995.43,No
